Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Mycobacterium talmoniae Hsp65 (hsp65) gene, partial cds",Mycobacterium talmoniae,361,361,55%,1e-98,69.51,957,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY308182.1?report=genbank&log$=nucltop&blast_rank=84&RID=6PVX24BJ016"",""KY308182.1"")"
"Mycobacterium sp. FL04-60-264A 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. FL04-60-264A,361,361,50%,3e-98,70.42,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619902.1?report=genbank&log$=nucltop&blast_rank=85&RID=6PVX24BJ016"",""EU619902.1"")"
"Mycobacterium sp. FL04-42-15B 65 kDa heat shock protein-like (hsp65) gene, partial sequence",Mycobacterium sp. FL04-42-15B,358,358,50%,1e-97,70.50,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619901.1?report=genbank&log$=nucltop&blast_rank=86&RID=6PVX24BJ016"",""EU619901.1"")"
"Mycobacterium sp. 06FL-1-5B-1 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 06FL-1-5B-1,357,357,50%,4e-97,70.63,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619878.1?report=genbank&log$=nucltop&blast_rank=87&RID=6PVX24BJ016"",""EU619878.1"")"
"Mycobacterium avium subsp. hominissuis GF1 gene for 65 kDa heat shock protein, partial cds",Mycobacterium avium subsp. hominissuis,356,356,62%,4e-97,68.60,1039,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LC383380.1?report=genbank&log$=nucltop&blast_rank=88&RID=6PVX24BJ016"",""LC383380.1"")"
"Mycobacterium lepromatosis strain FJ924 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium lepromatosis,350,350,74%,6e-95,66.97,1615,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU203593.2?report=genbank&log$=nucltop&blast_rank=89&RID=6PVX24BJ016"",""EU203593.2"")"
"Mycobacterium timonense strain 3256799 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium timonense,349,349,61%,6e-95,68.64,994,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU239791.1?report=genbank&log$=nucltop&blast_rank=90&RID=6PVX24BJ016"",""EU239791.1"")"
"Mycobacterium avium complex strain 27497 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium avium complex sp.,346,346,61%,7e-94,68.54,994,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU239789.1?report=genbank&log$=nucltop&blast_rank=91&RID=6PVX24BJ016"",""EU239789.1"")"
"Mycobacterium sp. 06FL-1-2A 65 kDa heat shock protein-like (hsp65) gene, partial sequence",Mycobacterium sp. 06FL-1-2A,344,344,50%,3e-93,70.46,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619893.1?report=genbank&log$=nucltop&blast_rank=92&RID=6PVX24BJ016"",""EU619893.1"")"
"Mycobacterium avium strain 9033 65 kDa heat shock protein gene, partial cds",Mycobacterium avium,344,344,62%,3e-93,68.34,1004,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ839884.1?report=genbank&log$=nucltop&blast_rank=93&RID=6PVX24BJ016"",""FJ839884.1"")"
"Mycobacterium timonense strain 5351974 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium timonense,344,344,61%,3e-93,68.54,994,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU239792.1?report=genbank&log$=nucltop&blast_rank=94&RID=6PVX24BJ016"",""EU239792.1"")"
"Mycobacterium avium subsp. hominissuis strain IWGMT49 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium avium subsp. hominissuis,342,342,61%,9e-93,68.44,994,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU239782.1?report=genbank&log$=nucltop&blast_rank=95&RID=6PVX24BJ016"",""EU239782.1"")"
"Mycobacterium sp. FL04-5-253F 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. FL04-5-253F,341,341,50%,3e-92,70.07,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619883.1?report=genbank&log$=nucltop&blast_rank=96&RID=6PVX24BJ016"",""EU619883.1"")"
"Mycobacterium intracellulare strain ATCC 15985 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium intracellulare,339,339,61%,1e-91,68.37,994,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU239784.1?report=genbank&log$=nucltop&blast_rank=97&RID=6PVX24BJ016"",""EU239784.1"")"
"Mycobacterium avium subsp. avium ATCC 25291 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium avium subsp. avium ATCC 25291,337,337,61%,4e-91,68.34,994,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU239779.1?report=genbank&log$=nucltop&blast_rank=98&RID=6PVX24BJ016"",""EU239779.1"")"
"Mycobacterium avium subsp. paratuberculosis strain ATCC 196985 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium avium subsp. paratuberculosis,337,337,61%,4e-91,68.34,994,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU239780.1?report=genbank&log$=nucltop&blast_rank=99&RID=6PVX24BJ016"",""EU239780.1"")"
"Mycobacterium intracellulare strain FCC1239 65 kDa heat shock protein gene, partial cds",Mycobacterium intracellulare,334,334,59%,1e-90,68.53,964,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ887049.1?report=genbank&log$=nucltop&blast_rank=100&RID=6PVX24BJ016"",""FJ887049.1"")"
"Mycobacterium chimaera strain DSM 44623 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium intracellulare subsp. chimaera,334,334,61%,1e-90,68.27,994,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU239783.1?report=genbank&log$=nucltop&blast_rank=101&RID=6PVX24BJ016"",""EU239783.1"")"
"Mycobacterium sp. FL04-23-N47C 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. FL04-23-N47C,334,334,50%,5e-90,69.88,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619880.1?report=genbank&log$=nucltop&blast_rank=102&RID=6PVX24BJ016"",""EU619880.1"")"
"Mycobacterium intracellulare strain FCC1803 65 kDa heat shock protein gene, partial cds",Mycobacterium intracellulare,330,330,59%,6e-89,68.43,963,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ887050.1?report=genbank&log$=nucltop&blast_rank=103&RID=6PVX24BJ016"",""FJ887050.1"")"
"Mycobacterium avium subsp. hominissuis gene for 65 KDa heat shock protein, partial cds, strain: TH39",Mycobacterium avium subsp. hominissuis,330,330,58%,6e-89,68.51,942,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AB453831.1?report=genbank&log$=nucltop&blast_rank=104&RID=6PVX24BJ016"",""AB453831.1"")"
"Mycobacterium avium subsp. hominissuis strain 1820 65 kDa heat shock protein gene, partial cds",Mycobacterium avium subsp. hominissuis,328,328,59%,2e-88,68.39,963,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ887044.1?report=genbank&log$=nucltop&blast_rank=105&RID=6PVX24BJ016"",""FJ887044.1"")"
"M.leprae 65 kd antigen, complete cds",Mycobacterium leprae,328,328,96%,2e-88,65.54,3613,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/M14341.1?report=genbank&log$=nucltop&blast_rank=106&RID=6PVX24BJ016"",""M14341.1"")"
"Mycobacterium avium subsp. hominissuis groEL2 gene for 60 kDa chaperonin 2 GroEL2, partial cds, strain: 20160825Aichi",Mycobacterium avium subsp. hominissuis,326,326,58%,7e-88,68.40,951,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LC224326.1?report=genbank&log$=nucltop&blast_rank=107&RID=6PVX24BJ016"",""LC224326.1"")"
"Mycobacterium avium subsp. hominissuis strain 31499 truncated 65 kDa heat shock protein gene, partial cds",Mycobacterium avium subsp. hominissuis,326,326,58%,7e-88,68.51,942,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ887046.1?report=genbank&log$=nucltop&blast_rank=108&RID=6PVX24BJ016"",""FJ887046.1"")"
"Mycobacterium avium subsp. hominissuis gene for 65 kDa heat shock protein, partial cds, strain: TH40",Mycobacterium avium subsp. hominissuis,325,325,58%,7e-88,68.40,942,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AB453830.1?report=genbank&log$=nucltop&blast_rank=109&RID=6PVX24BJ016"",""AB453830.1"")"
"Mycobacterium avium subsp. hominissuis strain MI06/00262 65 kDa heat shock protein gene, partial cds",Mycobacterium avium subsp. hominissuis,325,325,58%,7e-88,68.40,942,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU085419.1?report=genbank&log$=nucltop&blast_rank=110&RID=6PVX24BJ016"",""EU085419.1"")"
"Mycobacterium avium subsp. hominissuis strain 1818 65 kDa heat shock protein gene, partial cds",Mycobacterium avium subsp. hominissuis,324,324,59%,2e-87,68.29,967,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ887048.1?report=genbank&log$=nucltop&blast_rank=111&RID=6PVX24BJ016"",""FJ887048.1"")"
"Mycobacterium sp. 05FL-43-159LA 65 kDa heat shock protein-like (hsp65) gene, partial sequence",Mycobacterium sp. 05FL-43-159LA,322,322,50%,8e-87,69.55,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619898.1?report=genbank&log$=nucltop&blast_rank=112&RID=6PVX24BJ016"",""EU619898.1"")"
"Mycobacterium avium subsp. hominissuis strain 1802 65 kDa heat shock protein gene, partial cds",Mycobacterium avium subsp. hominissuis,322,322,58%,8e-87,68.30,950,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ887047.1?report=genbank&log$=nucltop&blast_rank=113&RID=6PVX24BJ016"",""FJ887047.1"")"
"Mycobacterium avium subsp. hominissuis hsp65 gene, partial cds",Mycobacterium avium subsp. hominissuis,321,321,55%,3e-86,68.63,955,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AB478692.1?report=genbank&log$=nucltop&blast_rank=114&RID=6PVX24BJ016"",""AB478692.1"")"
"Mycobacterium intracellulare strain FCC1904 65 kDa heat shock protein gene, partial cds",Mycobacterium intracellulare,321,321,59%,3e-86,68.22,967,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ887051.1?report=genbank&log$=nucltop&blast_rank=115&RID=6PVX24BJ016"",""FJ887051.1"")"
"Mycobacterium avium subsp. hominissuis strain CECT 7407 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium avium subsp. hominissuis,318,318,54%,1e-85,68.65,915,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK538934.1?report=genbank&log$=nucltop&blast_rank=116&RID=6PVX24BJ016"",""OK538934.1"")"
"Mycobacterium sp. FL03-71-205:207C 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. FL03-71-205:207C,317,317,50%,4e-85,69.26,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619879.1?report=genbank&log$=nucltop&blast_rank=117&RID=6PVX24BJ016"",""EU619879.1"")"
"Mycobacterium sp. strain Mol8 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium sp.,316,316,54%,4e-85,68.65,937,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ342871.1?report=genbank&log$=nucltop&blast_rank=118&RID=6PVX24BJ016"",""OQ342871.1"")"
"Mycobacterium intracellulare strain 31495 65 kDa heat shock protein gene, partial cds",Mycobacterium intracellulare,316,316,59%,4e-85,68.12,959,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ887052.1?report=genbank&log$=nucltop&blast_rank=119&RID=6PVX24BJ016"",""FJ887052.1"")"
"Mycobacterium avium subsp. hominissuis strain 31498 65 kDa heat shock protein-like gene, partial sequence",Mycobacterium avium subsp. hominissuis,315,315,58%,1e-84,68.33,943,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ887045.1?report=genbank&log$=nucltop&blast_rank=120&RID=6PVX24BJ016"",""FJ887045.1"")"
"Mycobacterium avium subsp. hominissuis strain 144_MI14_07201 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium avium subsp. hominissuis,314,314,54%,4e-84,68.53,915,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK538923.1?report=genbank&log$=nucltop&blast_rank=121&RID=6PVX24BJ016"",""OK538923.1"")"
"Mycobacterium avium subsp. avium strain 129_MI14_03880 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium avium subsp. avium,314,314,54%,4e-84,68.53,915,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK538922.1?report=genbank&log$=nucltop&blast_rank=122&RID=6PVX24BJ016"",""OK538922.1"")"
"Mycobacterium avium subsp. hominissuis strain 125_MI14_04770 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium avium subsp. hominissuis,314,314,54%,4e-84,68.53,915,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK538921.1?report=genbank&log$=nucltop&blast_rank=123&RID=6PVX24BJ016"",""OK538921.1"")"
"Mycobacterium avium subsp. hominissuis strain 114_MI14_04783 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium avium subsp. hominissuis,314,314,54%,4e-84,68.53,915,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK538920.1?report=genbank&log$=nucltop&blast_rank=124&RID=6PVX24BJ016"",""OK538920.1"")"
"Mycobacterium avium subsp. hominissuis strain 104_MI14_00947 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium avium subsp. hominissuis,314,314,54%,4e-84,68.53,915,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK538919.1?report=genbank&log$=nucltop&blast_rank=125&RID=6PVX24BJ016"",""OK538919.1"")"
"Mycobacterium sp. strain Mol11 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium sp.,312,312,54%,2e-83,68.54,937,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ342870.1?report=genbank&log$=nucltop&blast_rank=126&RID=6PVX24BJ016"",""OQ342870.1"")"
"Mycobacterium sp. strain Mol9 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium sp.,312,312,54%,2e-83,68.54,937,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ342869.1?report=genbank&log$=nucltop&blast_rank=127&RID=6PVX24BJ016"",""OQ342869.1"")"
"Mycobacterium sp. strain Mol4-6 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium sp.,312,312,54%,2e-83,68.54,937,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OQ342868.1?report=genbank&log$=nucltop&blast_rank=128&RID=6PVX24BJ016"",""OQ342868.1"")"
"Mycobacterium sp. 05FL-49-189A 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 05FL-49-189A,312,312,50%,2e-83,69.05,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619904.1?report=genbank&log$=nucltop&blast_rank=129&RID=6PVX24BJ016"",""EU619904.1"")"
"Mycobacterium sp. IEC12 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. IEC12,310,310,38%,5e-83,71.72,644,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM056134.1?report=genbank&log$=nucltop&blast_rank=130&RID=6PVX24BJ016"",""HM056134.1"")"
"Mycobacterium avium subsp. hominissuis strain P2-Sw-15-1 65 kDa heat shock protein gene, partial cds",Mycobacterium avium subsp. hominissuis,309,309,55%,5e-83,68.29,942,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY986927.1?report=genbank&log$=nucltop&blast_rank=131&RID=6PVX24BJ016"",""KY986927.1"")"
"Mycobacterium sp. 05FL-49-265B 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 05FL-49-265B,309,309,50%,5e-83,69.17,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619914.1?report=genbank&log$=nucltop&blast_rank=132&RID=6PVX24BJ016"",""EU619914.1"")"
"Mycobacterium sp. FL04-60-260B 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. FL04-60-260B,308,308,50%,2e-82,69.08,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619905.1?report=genbank&log$=nucltop&blast_rank=133&RID=6PVX24BJ016"",""EU619905.1"")"
"Mycobacterium sp. FL04-60-84LA 65 kDa heat shock protein-like (hsp65) gene, partial sequence",Mycobacterium sp. FL04-60-84LA,308,308,50%,2e-82,69.15,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619891.1?report=genbank&log$=nucltop&blast_rank=134&RID=6PVX24BJ016"",""EU619891.1"")"
"Mycobacterium sp. FL03-89-6B 65 kDa heat shock protein-like (hsp65) gene, partial sequence",Mycobacterium sp. FL03-89-6B,306,306,48%,6e-82,69.33,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619889.1?report=genbank&log$=nucltop&blast_rank=135&RID=6PVX24BJ016"",""EU619889.1"")"
"Mycobacterium sp. 05FL-49-265KA 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 05FL-49-265KA,305,305,50%,2e-81,69.04,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619915.1?report=genbank&log$=nucltop&blast_rank=136&RID=6PVX24BJ016"",""EU619915.1"")"
"Mycobacterium sp. 05FL-49-186A 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 05FL-49-186A,305,305,51%,2e-81,69.01,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619912.1?report=genbank&log$=nucltop&blast_rank=137&RID=6PVX24BJ016"",""EU619912.1"")"
"Mycobacterium sp. FL03-22-3y 65 kDa heat shock protein-like (hsp65) gene, partial sequence",Mycobacterium sp. FL03-22-3y,305,305,50%,2e-81,68.79,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619888.1?report=genbank&log$=nucltop&blast_rank=138&RID=6PVX24BJ016"",""EU619888.1"")"
"Mycobacterium intracellulare strain 157_MI14_08071 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium intracellulare,304,304,54%,2e-81,68.46,915,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK538926.1?report=genbank&log$=nucltop&blast_rank=139&RID=6PVX24BJ016"",""OK538926.1"")"
"Mycobacterium sp. FL04-60-11A 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. FL04-60-11A,304,304,50%,2e-81,68.96,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619916.1?report=genbank&log$=nucltop&blast_rank=140&RID=6PVX24BJ016"",""EU619916.1"")"
"Mycobacterium sp. 05FL-49-237A 65 kDa heat shock protein-like (hsp65) gene, partial sequence",Mycobacterium sp. 05FL-49-237A,303,303,50%,8e-81,69.01,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619900.1?report=genbank&log$=nucltop&blast_rank=141&RID=6PVX24BJ016"",""EU619900.1"")"
"Mycobacterium sp. 05FL-43-212A 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 05FL-43-212A,303,303,50%,8e-81,68.99,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619897.1?report=genbank&log$=nucltop&blast_rank=142&RID=6PVX24BJ016"",""EU619897.1"")"
"Mycobacterium sp. FL03-60-326A 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. FL03-60-326A,302,302,50%,8e-81,68.90,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619890.1?report=genbank&log$=nucltop&blast_rank=143&RID=6PVX24BJ016"",""EU619890.1"")"
"Mycobacterium avium subsp. avium strain 9_MI13_03083 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium avium subsp. avium,301,301,54%,3e-80,68.33,908,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK538945.1?report=genbank&log$=nucltop&blast_rank=144&RID=6PVX24BJ016"",""OK538945.1"")"
"Mycobacterium sp. 05FL-30-1K 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. 05FL-30-1K,300,300,50%,3e-80,68.67,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619899.1?report=genbank&log$=nucltop&blast_rank=145&RID=6PVX24BJ016"",""EU619899.1"")"
Mycobacterium tuberculosis DNA for BCG-a heatshock protein,Mycobacterium tuberculosis str. Erdman = ATCC 35801,297,297,10%,3e-79,100.00,914,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/X13739.1?report=genbank&log$=nucltop&blast_rank=146&RID=6PVX24BJ016"",""X13739.1"")"
"Mycobacterium shottsii 65 kDa heat shock protein-like (hsp65) gene, partial sequence",Mycobacterium shottsii,294,294,50%,4e-78,68.58,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619895.1?report=genbank&log$=nucltop&blast_rank=147&RID=6PVX24BJ016"",""EU619895.1"")"
"Mycobacterium sp. 06FL-12-7 65 kDa heat shock protein-like (hsp65) gene, partial sequence",Mycobacterium sp. 06FL-12-7,292,292,48%,1e-77,68.68,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619907.1?report=genbank&log$=nucltop&blast_rank=148&RID=6PVX24BJ016"",""EU619907.1"")"
"Mycobacterium sp. 05FL-2-54A 65 kDa heat shock protein-like (hsp65) gene, partial sequence",Mycobacterium sp. 05FL-2-54A,292,292,48%,1e-77,68.68,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619896.1?report=genbank&log$=nucltop&blast_rank=149&RID=6PVX24BJ016"",""EU619896.1"")"
"Mycobacterium sp. FL04-60-213LA 65 kDa heat shock protein-like (hsp65) gene, partial sequence",Mycobacterium sp. FL04-60-213LA,291,291,50%,1e-77,68.73,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619882.1?report=genbank&log$=nucltop&blast_rank=150&RID=6PVX24BJ016"",""EU619882.1"")"
"Mycobacterium sp. FL04-42-151SpA 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. FL04-42-151SpA,290,290,51%,5e-77,68.25,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619886.1?report=genbank&log$=nucltop&blast_rank=151&RID=6PVX24BJ016"",""EU619886.1"")"
"Mycobacterium sp. FL04-58-70A 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. FL04-58-70A,288,288,50%,2e-76,68.31,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619892.1?report=genbank&log$=nucltop&blast_rank=152&RID=6PVX24BJ016"",""EU619892.1"")"
"Mycolicibacterium malmesburyense strain 80_MI15_00260 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycolicibacterium malmesburyense,283,283,54%,7e-75,68.23,915,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK538942.1?report=genbank&log$=nucltop&blast_rank=153&RID=6PVX24BJ016"",""OK538942.1"")"
"Mycobacterium sp. FL04-58-32A 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. FL04-58-32A,281,281,50%,3e-74,68.37,840,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU619885.1?report=genbank&log$=nucltop&blast_rank=154&RID=6PVX24BJ016"",""EU619885.1"")"
"Mycobacterium simiae strain IEC4 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium simiae,277,277,38%,3e-73,71.02,644,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM056116.1?report=genbank&log$=nucltop&blast_rank=155&RID=6PVX24BJ016"",""HM056116.1"")"
